age,label_encoded,label,image_id
70,7,hispa,103977.jpg
55,4,brown_spot,106336.jpg
65,8,normal,100549.jpg
70,1,bacterial_leaf_streak,100550.jpg
70,5,dead_heart,105713.jpg
60,8,normal,106297.jpg
45,7,hispa,106234.jpg
65,7,hispa,103829.jpg
75,3,blast,103118.jpg
70,4,brown_spot,104426.jpg
80,5,dead_heart,107541.jpg
72,4,brown_spot,100916.jpg
50,8,normal,107581.jpg
70,3,blast,102008.jpg
75,4,brown_spot,107093.jpg
70,7,hispa,100487.jpg
70,5,dead_heart,109439.jpg
80,5,dead_heart,107447.jpg
50,8,normal,102194.jpg
80,5,dead_heart,104283.jpg
72,9,tungro,107857.jpg
60,3,blast,102482.jpg
60,8,normal,106871.jpg
70,6,downy_mildew,102193.jpg
70,5,dead_heart,101724.jpg
50,6,downy_mildew,106120.jpg
70,6,downy_mildew,105168.jpg
70,5,dead_heart,103927.jpg
75,3,blast,102331.jpg
80,5,dead_heart,103833.jpg
70,8,normal,103961.jpg
65,5,dead_heart,107920.jpg
68,3,blast,100295.jpg
70,7,hispa,101598.jpg
55,7,hispa,106506.jpg
60,8,normal,108208.jpg
75,4,brown_spot,102284.jpg
65,7,hispa,107375.jpg
50,1,bacterial_leaf_streak,105221.jpg
60,9,tungro,101358.jpg
55,8,normal,104252.jpg
50,7,hispa,107241.jpg
70,8,normal,108198.jpg
72,0,bacterial_leaf_blight,105823.jpg
60,8,normal,106688.jpg
75,8,normal,101701.jpg
65,7,hispa,106766.jpg
68,6,downy_mildew,103086.jpg
60,8,normal,107655.jpg
50,5,dead_heart,106647.jpg
50,5,dead_heart,109329.jpg
50,7,hispa,101235.jpg
72,0,bacterial_leaf_blight,103276.jpg
60,8,normal,106591.jpg
80,5,dead_heart,107312.jpg
65,7,hispa,101917.jpg
70,6,downy_mildew,100987.jpg
65,8,normal,109151.jpg
55,4,brown_spot,108277.jpg
50,9,tungro,108417.jpg
77,2,bacterial_panicle_blight,102472.jpg
70,5,dead_heart,102737.jpg
55,3,blast,101400.jpg
75,5,dead_heart,104515.jpg
50,3,blast,102881.jpg
70,7,hispa,100900.jpg
75,3,blast,102103.jpg
80,5,dead_heart,103066.jpg
55,8,normal,102438.jpg
70,5,dead_heart,107809.jpg
70,5,dead_heart,103474.jpg
70,3,blast,104813.jpg
70,3,blast,103934.jpg
70,5,dead_heart,110355.jpg
50,8,normal,100171.jpg
65,5,dead_heart,109656.jpg
65,7,hispa,110098.jpg
60,8,normal,106330.jpg
70,3,blast,104410.jpg
70,7,hispa,104343.jpg
60,8,normal,100603.jpg
67,5,dead_heart,107789.jpg
70,9,tungro,103351.jpg
70,9,tungro,101911.jpg
65,7,hispa,107917.jpg
60,8,normal,108958.jpg
50,4,brown_spot,103630.jpg
60,6,downy_mildew,100031.jpg
70,3,blast,102601.jpg
70,9,tungro,109222.jpg
70,7,hispa,100804.jpg
70,3,blast,106069.jpg
67,8,normal,101044.jpg
67,3,blast,110264.jpg
60,9,tungro,103396.jpg
70,7,hispa,102227.jpg
70,2,bacterial_panicle_blight,108947.jpg
45,9,tungro,101040.jpg
57,8,normal,101563.jpg
50,7,hispa,109710.jpg
55,4,brown_spot,108120.jpg
70,3,blast,100080.jpg
60,8,normal,108525.jpg
65,9,tungro,109128.jpg
45,9,tungro,106060.jpg
60,8,normal,105706.jpg
45,0,bacterial_leaf_blight,102848.jpg
57,9,tungro,104521.jpg
50,7,hispa,100051.jpg
70,8,normal,106914.jpg
70,8,normal,104805.jpg
50,6,downy_mildew,110037.jpg
70,8,normal,108008.jpg
72,0,bacterial_leaf_blight,109905.jpg
60,8,normal,101346.jpg
50,8,normal,108438.jpg
75,4,brown_spot,106045.jpg
50,7,hispa,109708.jpg
45,6,downy_mildew,109865.jpg
72,5,dead_heart,110035.jpg
50,8,normal,100509.jpg
67,9,tungro,100763.jpg
60,9,tungro,101784.jpg
70,7,hispa,108833.jpg
70,5,dead_heart,103377.jpg
70,4,brown_spot,100432.jpg
68,7,hispa,103352.jpg
65,7,hispa,108401.jpg
60,8,normal,107139.jpg
67,2,bacterial_panicle_blight,107662.jpg
70,3,blast,103625.jpg
68,7,hispa,107969.jpg
65,5,dead_heart,100670.jpg
50,3,blast,100367.jpg
50,1,bacterial_leaf_streak,108486.jpg
60,8,normal,109637.jpg
75,2,bacterial_panicle_blight,102153.jpg
70,3,blast,104158.jpg
70,5,dead_heart,105625.jpg
70,3,blast,103096.jpg
70,5,dead_heart,101196.jpg
70,5,dead_heart,104042.jpg
70,5,dead_heart,104920.jpg
67,2,bacterial_panicle_blight,106538.jpg
67,5,dead_heart,108121.jpg
70,9,tungro,102263.jpg
50,3,blast,101143.jpg
60,9,tungro,108194.jpg
50,5,dead_heart,100108.jpg
70,6,downy_mildew,102075.jpg
75,5,dead_heart,102309.jpg
55,7,hispa,106253.jpg
50,6,downy_mildew,109388.jpg
70,9,tungro,105112.jpg
60,8,normal,102718.jpg
70,5,dead_heart,100047.jpg
70,5,dead_heart,100667.jpg
75,3,blast,100175.jpg
70,1,bacterial_leaf_streak,105828.jpg
65,5,dead_heart,107025.jpg
70,1,bacterial_leaf_streak,107084.jpg
72,0,bacterial_leaf_blight,102238.jpg
65,5,dead_heart,103597.jpg
68,2,bacterial_panicle_blight,100610.jpg
65,7,hispa,108206.jpg
72,4,brown_spot,101762.jpg
50,0,bacterial_leaf_blight,106339.jpg
72,5,dead_heart,101618.jpg
50,3,blast,107215.jpg
70,8,normal,102116.jpg
70,8,normal,104911.jpg
70,1,bacterial_leaf_streak,105302.jpg
57,7,hispa,100313.jpg
75,3,blast,108450.jpg
70,4,brown_spot,101639.jpg
65,7,hispa,104199.jpg
75,3,blast,103996.jpg
50,8,normal,106932.jpg
60,7,hispa,107416.jpg
60,6,downy_mildew,105709.jpg
45,7,hispa,102915.jpg
55,6,downy_mildew,100725.jpg
70,8,normal,105431.jpg
60,9,tungro,106301.jpg
65,7,hispa,107806.jpg
50,8,normal,105301.jpg
70,8,normal,104602.jpg
60,8,normal,104728.jpg
50,8,normal,106332.jpg
60,8,normal,108134.jpg
70,3,blast,100508.jpg
70,5,dead_heart,101248.jpg
50,8,normal,106290.jpg
60,7,hispa,101401.jpg
70,3,blast,108174.jpg
75,5,dead_heart,107100.jpg
50,0,bacterial_leaf_blight,104448.jpg
70,1,bacterial_leaf_streak,106496.jpg
60,9,tungro,107575.jpg
70,8,normal,100335.jpg
60,8,normal,107045.jpg
68,7,hispa,108682.jpg
45,3,blast,106078.jpg
70,3,blast,105277.jpg
72,0,bacterial_leaf_blight,107162.jpg
60,3,blast,109793.jpg
67,5,dead_heart,109135.jpg
55,4,brown_spot,109036.jpg
70,8,normal,102552.jpg
45,4,brown_spot,103123.jpg
72,0,bacterial_leaf_blight,108668.jpg
55,6,downy_mildew,103682.jpg
80,2,bacterial_panicle_blight,102046.jpg
70,0,bacterial_leaf_blight,108102.jpg
67,8,normal,107562.jpg
70,1,bacterial_leaf_streak,105230.jpg
77,8,normal,107053.jpg
70,5,dead_heart,103208.jpg
57,8,normal,105433.jpg
70,3,blast,103178.jpg
70,6,downy_mildew,103680.jpg
70,3,blast,108349.jpg
72,0,bacterial_leaf_blight,108526.jpg
60,4,brown_spot,108978.jpg
70,7,hispa,104593.jpg
67,5,dead_heart,107826.jpg
70,6,downy_mildew,106291.jpg
47,3,blast,100812.jpg
50,7,hispa,105035.jpg
60,9,tungro,103166.jpg
70,3,blast,100627.jpg
70,9,tungro,105992.jpg
55,8,normal,107451.jpg
70,3,blast,100898.jpg
70,4,brown_spot,100692.jpg
67,8,normal,109463.jpg
70,4,brown_spot,110216.jpg
50,5,dead_heart,102844.jpg
70,3,blast,101594.jpg
60,8,normal,100149.jpg
55,4,brown_spot,102934.jpg
70,7,hispa,104446.jpg
45,9,tungro,103413.jpg
70,5,dead_heart,105260.jpg
75,3,blast,110179.jpg
72,9,tungro,109662.jpg
55,4,brown_spot,104887.jpg
70,7,hispa,104557.jpg
60,1,bacterial_leaf_streak,105591.jpg
45,3,blast,104837.jpg
70,8,normal,101289.jpg
50,7,hispa,104986.jpg
50,4,brown_spot,101609.jpg
70,5,dead_heart,107718.jpg
72,4,brown_spot,110034.jpg
50,7,hispa,110015.jpg
75,4,brown_spot,108627.jpg
65,7,hispa,110008.jpg
65,7,hispa,109966.jpg
70,8,normal,110246.jpg
50,3,blast,110390.jpg
70,7,hispa,103290.jpg
60,8,normal,102068.jpg
75,5,dead_heart,105044.jpg
50,8,normal,108586.jpg
70,9,tungro,106603.jpg
70,4,brown_spot,101533.jpg
70,5,dead_heart,104898.jpg
45,9,tungro,100435.jpg
55,0,bacterial_leaf_blight,103552.jpg
60,8,normal,100583.jpg
70,7,hispa,110337.jpg
80,8,normal,100462.jpg
50,3,blast,109046.jpg
60,8,normal,104978.jpg
77,2,bacterial_panicle_blight,102485.jpg
70,8,normal,108196.jpg
45,0,bacterial_leaf_blight,102353.jpg
45,9,tungro,104459.jpg
80,8,normal,109953.jpg
70,5,dead_heart,101549.jpg
45,3,blast,103240.jpg
70,3,blast,106820.jpg
60,9,tungro,102387.jpg
70,5,dead_heart,109093.jpg
80,2,bacterial_panicle_blight,110342.jpg
55,0,bacterial_leaf_blight,104439.jpg
70,3,blast,109685.jpg
65,9,tungro,103628.jpg
75,5,dead_heart,101188.jpg
80,5,dead_heart,107755.jpg
72,4,brown_spot,104821.jpg
70,7,hispa,107130.jpg
57,7,hispa,100401.jpg
60,7,hispa,105761.jpg
60,8,normal,104183.jpg
70,3,blast,107824.jpg
50,3,blast,106372.jpg
67,9,tungro,110010.jpg
70,2,bacterial_panicle_blight,100414.jpg
60,6,downy_mildew,108497.jpg
65,7,hispa,101746.jpg
50,3,blast,109189.jpg
70,5,dead_heart,101487.jpg
70,9,tungro,109385.jpg
45,6,downy_mildew,109244.jpg
70,8,normal,102804.jpg
75,3,blast,106127.jpg
75,3,blast,108010.jpg
75,8,normal,107528.jpg
67,2,bacterial_panicle_blight,106542.jpg
50,3,blast,108911.jpg
45,9,tungro,101640.jpg
57,7,hispa,107994.jpg
75,3,blast,101082.jpg
50,3,blast,103336.jpg
75,5,dead_heart,102371.jpg
70,3,blast,101116.jpg
75,5,dead_heart,107052.jpg
70,3,blast,108443.jpg
80,8,normal,103759.jpg
60,8,normal,107450.jpg
50,6,downy_mildew,107571.jpg
67,5,dead_heart,103072.jpg
57,7,hispa,101026.jpg
70,5,dead_heart,109512.jpg
68,7,hispa,106965.jpg
55,1,bacterial_leaf_streak,107749.jpg
70,3,blast,107843.jpg
60,8,normal,109650.jpg
65,7,hispa,101452.jpg
75,3,blast,103148.jpg
72,5,dead_heart,100578.jpg
70,5,dead_heart,110036.jpg
77,8,normal,107460.jpg
80,2,bacterial_panicle_blight,105004.jpg
45,3,blast,106147.jpg
75,5,dead_heart,105435.jpg
65,4,brown_spot,108116.jpg
70,5,dead_heart,109097.jpg
70,8,normal,104883.jpg
70,5,dead_heart,106458.jpg
60,8,normal,100240.jpg
60,8,normal,100929.jpg
70,8,normal,102581.jpg
70,3,blast,104368.jpg
70,6,downy_mildew,100505.jpg
50,1,bacterial_leaf_streak,100084.jpg
70,7,hispa,100125.jpg
72,4,brown_spot,101581.jpg
50,3,blast,104929.jpg
60,9,tungro,106519.jpg
60,6,downy_mildew,109977.jpg
70,3,blast,102832.jpg
72,4,brown_spot,106457.jpg
70,8,normal,108428.jpg
65,7,hispa,107544.jpg
55,0,bacterial_leaf_blight,101176.jpg
72,4,brown_spot,104257.jpg
70,9,tungro,100307.jpg
60,9,tungro,102977.jpg
67,3,blast,107181.jpg
70,2,bacterial_panicle_blight,105908.jpg
47,3,blast,105452.jpg
50,7,hispa,104545.jpg
70,4,brown_spot,104129.jpg
45,3,blast,107953.jpg
70,9,tungro,105463.jpg
57,7,hispa,104037.jpg
50,3,blast,106881.jpg
70,3,blast,105318.jpg
70,7,hispa,109408.jpg
70,6,downy_mildew,104812.jpg
72,4,brown_spot,100871.jpg
70,5,dead_heart,106598.jpg
50,1,bacterial_leaf_streak,108907.jpg
77,8,normal,104897.jpg
65,5,dead_heart,109697.jpg
50,4,brown_spot,104632.jpg
70,6,downy_mildew,109014.jpg
65,7,hispa,102458.jpg
70,8,normal,100144.jpg
60,9,tungro,101813.jpg
45,4,brown_spot,102732.jpg
67,5,dead_heart,107311.jpg
70,9,tungro,104279.jpg
75,4,brown_spot,100009.jpg
60,8,normal,108442.jpg
70,7,hispa,107739.jpg
55,3,blast,101216.jpg
70,8,normal,105448.jpg
70,5,dead_heart,101881.jpg
73,5,dead_heart,109207.jpg
60,0,bacterial_leaf_blight,101979.jpg
65,5,dead_heart,105002.jpg
55,7,hispa,108051.jpg
72,0,bacterial_leaf_blight,109975.jpg
80,5,dead_heart,102905.jpg
45,3,blast,105293.jpg
77,1,bacterial_leaf_streak,103563.jpg
75,3,blast,104587.jpg
70,9,tungro,101379.jpg
68,7,hispa,108959.jpg
55,0,bacterial_leaf_blight,104942.jpg
60,3,blast,103491.jpg
80,5,dead_heart,108504.jpg
70,1,bacterial_leaf_streak,104620.jpg
70,8,normal,100492.jpg
70,9,tungro,100687.jpg
60,7,hispa,109595.jpg
70,1,bacterial_leaf_streak,105297.jpg
72,9,tungro,105449.jpg
60,1,bacterial_leaf_streak,101730.jpg
60,9,tungro,100772.jpg
55,6,downy_mildew,108213.jpg
75,3,blast,105945.jpg
70,0,bacterial_leaf_blight,103839.jpg
70,8,normal,103516.jpg
72,0,bacterial_leaf_blight,103500.jpg
45,4,brown_spot,109273.jpg
70,6,downy_mildew,103021.jpg
55,0,bacterial_leaf_blight,107178.jpg
50,5,dead_heart,100624.jpg
72,0,bacterial_leaf_blight,106615.jpg
45,3,blast,100572.jpg
50,3,blast,104618.jpg
65,7,hispa,106436.jpg
60,7,hispa,108772.jpg
60,8,normal,103879.jpg
70,5,dead_heart,107621.jpg
70,5,dead_heart,106702.jpg
55,3,blast,108221.jpg
60,8,normal,109957.jpg
50,7,hispa,101595.jpg
70,3,blast,103971.jpg
70,7,hispa,103530.jpg
70,3,blast,102699.jpg
70,3,blast,101747.jpg
60,3,blast,100792.jpg
50,4,brown_spot,102917.jpg
80,2,bacterial_panicle_blight,109772.jpg
70,9,tungro,108925.jpg
70,3,blast,102457.jpg
47,3,blast,101006.jpg
60,8,normal,105705.jpg
68,7,hispa,102058.jpg
70,5,dead_heart,108074.jpg
80,5,dead_heart,101089.jpg
60,8,normal,100131.jpg
70,4,brown_spot,110391.jpg
60,8,normal,109684.jpg
57,9,tungro,105188.jpg
60,5,dead_heart,102750.jpg
60,8,normal,108842.jpg
65,4,brown_spot,109750.jpg
50,8,normal,100025.jpg
65,5,dead_heart,106946.jpg
60,8,normal,107161.jpg
70,9,tungro,105478.jpg
67,3,blast,101161.jpg
55,8,normal,106093.jpg
72,4,brown_spot,109412.jpg
70,1,bacterial_leaf_streak,107570.jpg
67,5,dead_heart,109504.jpg
45,7,hispa,108966.jpg
70,5,dead_heart,100114.jpg
70,7,hispa,102282.jpg
70,7,hispa,110184.jpg
70,9,tungro,104717.jpg
50,8,normal,104767.jpg
70,5,dead_heart,102112.jpg
70,5,dead_heart,100205.jpg
60,8,normal,110116.jpg
50,5,dead_heart,105645.jpg
70,4,brown_spot,104167.jpg
60,8,normal,107041.jpg
60,4,brown_spot,109648.jpg
75,3,blast,109753.jpg
70,3,blast,106462.jpg
47,3,blast,105920.jpg
60,8,normal,103620.jpg
50,7,hispa,105473.jpg
80,2,bacterial_panicle_blight,108083.jpg
72,0,bacterial_leaf_blight,101473.jpg
70,2,bacterial_panicle_blight,110344.jpg
57,7,hispa,103074.jpg
60,8,normal,101081.jpg
70,4,brown_spot,104817.jpg
60,8,normal,104362.jpg
70,2,bacterial_panicle_blight,105579.jpg
70,3,blast,100605.jpg
60,9,tungro,104746.jpg
50,7,hispa,108441.jpg
60,8,normal,108851.jpg
65,7,hispa,104894.jpg
72,0,bacterial_leaf_blight,108487.jpg
72,9,tungro,109200.jpg
75,3,blast,103589.jpg
60,8,normal,106371.jpg
65,7,hispa,106678.jpg
60,8,normal,103846.jpg
50,7,hispa,101828.jpg
70,5,dead_heart,101527.jpg
75,3,blast,107208.jpg
60,8,normal,100697.jpg
80,5,dead_heart,109072.jpg
60,8,normal,106931.jpg
60,9,tungro,103654.jpg
60,8,normal,109352.jpg
60,8,normal,106996.jpg
70,5,dead_heart,106113.jpg
65,7,hispa,109621.jpg
50,7,hispa,102807.jpg
50,4,brown_spot,100695.jpg
45,6,downy_mildew,107938.jpg
70,4,brown_spot,100971.jpg
70,3,blast,103764.jpg
70,3,blast,103810.jpg
70,7,hispa,108923.jpg
60,8,normal,100369.jpg
45,6,downy_mildew,108968.jpg
60,9,tungro,107686.jpg
72,4,brown_spot,107457.jpg
75,3,blast,109823.jpg
70,8,normal,109333.jpg
67,9,tungro,105135.jpg
60,7,hispa,100751.jpg
55,4,brown_spot,103231.jpg
60,7,hispa,106364.jpg
70,7,hispa,107823.jpg
50,8,normal,109819.jpg
70,4,brown_spot,109479.jpg
55,8,normal,108556.jpg
70,2,bacterial_panicle_blight,106056.jpg
70,4,brown_spot,109696.jpg
70,4,brown_spot,103342.jpg
60,5,dead_heart,101165.jpg
45,9,tungro,106277.jpg
72,0,bacterial_leaf_blight,110320.jpg
70,7,hispa,102176.jpg
70,1,bacterial_leaf_streak,104808.jpg
65,5,dead_heart,102520.jpg
70,5,dead_heart,108720.jpg
75,2,bacterial_panicle_blight,103150.jpg
70,5,dead_heart,109152.jpg
55,4,brown_spot,104227.jpg
67,9,tungro,108598.jpg
75,3,blast,100203.jpg
67,8,normal,103890.jpg
72,4,brown_spot,102109.jpg
60,8,normal,105368.jpg
60,9,tungro,106159.jpg
50,7,hispa,101991.jpg
70,9,tungro,104655.jpg
75,5,dead_heart,103624.jpg
55,4,brown_spot,109113.jpg
60,9,tungro,106967.jpg
70,5,dead_heart,105972.jpg
68,2,bacterial_panicle_blight,100397.jpg
70,8,normal,106636.jpg
50,8,normal,103579.jpg
65,7,hispa,105512.jpg
47,3,blast,102018.jpg
75,4,brown_spot,102744.jpg
72,9,tungro,104949.jpg
70,4,brown_spot,105243.jpg
75,3,blast,110307.jpg
60,3,blast,100348.jpg
68,2,bacterial_panicle_blight,110185.jpg
60,9,tungro,106944.jpg
70,8,normal,106065.jpg
47,3,blast,100945.jpg
70,3,blast,106024.jpg
70,9,tungro,103790.jpg
70,8,normal,104806.jpg
60,3,blast,104264.jpg
45,9,tungro,100639.jpg
70,4,brown_spot,104932.jpg
60,7,hispa,105622.jpg
50,3,blast,103013.jpg
55,6,downy_mildew,104434.jpg
70,7,hispa,102842.jpg
60,9,tungro,101986.jpg
72,5,dead_heart,102225.jpg
65,5,dead_heart,109015.jpg
60,8,normal,105459.jpg
77,3,blast,103997.jpg
45,6,downy_mildew,107154.jpg
50,8,normal,104656.jpg
70,6,downy_mildew,101975.jpg
80,5,dead_heart,109272.jpg
70,3,blast,104733.jpg
45,9,tungro,100311.jpg
68,4,brown_spot,101985.jpg
60,9,tungro,103252.jpg
65,5,dead_heart,105789.jpg
65,7,hispa,107407.jpg
50,1,bacterial_leaf_streak,106777.jpg
65,7,hispa,106992.jpg
70,3,blast,109942.jpg
57,9,tungro,100713.jpg
73,5,dead_heart,108368.jpg
50,8,normal,107810.jpg
55,7,hispa,108127.jpg
70,7,hispa,109752.jpg
55,4,brown_spot,103892.jpg
70,7,hispa,106252.jpg
70,8,normal,109869.jpg
50,7,hispa,103111.jpg
60,8,normal,110017.jpg
60,7,hispa,108707.jpg
67,9,tungro,105724.jpg
72,4,brown_spot,100702.jpg
55,4,brown_spot,105859.jpg
70,9,tungro,107888.jpg
72,5,dead_heart,100008.jpg
68,3,blast,110100.jpg
45,3,blast,107781.jpg
70,3,blast,104720.jpg
70,6,downy_mildew,101374.jpg
68,7,hispa,104979.jpg
50,8,normal,109393.jpg
68,7,hispa,110118.jpg
75,3,blast,109546.jpg
65,9,tungro,104495.jpg
70,5,dead_heart,106201.jpg
55,4,brown_spot,109299.jpg
57,9,tungro,102040.jpg
70,3,blast,102192.jpg
60,6,downy_mildew,105259.jpg
60,8,normal,107954.jpg
55,6,downy_mildew,101304.jpg
75,3,blast,104429.jpg
70,4,brown_spot,104002.jpg
75,3,blast,103906.jpg
50,8,normal,101936.jpg
70,8,normal,104509.jpg
70,9,tungro,103373.jpg
70,3,blast,105990.jpg
50,4,brown_spot,108583.jpg
60,8,normal,102626.jpg
72,0,bacterial_leaf_blight,104494.jpg
50,0,bacterial_leaf_blight,100795.jpg
75,4,brown_spot,103492.jpg
50,8,normal,103909.jpg
65,7,hispa,109713.jpg
60,8,normal,100426.jpg
70,5,dead_heart,101056.jpg
70,7,hispa,108953.jpg
50,7,hispa,103825.jpg
75,3,blast,106357.jpg
70,6,downy_mildew,109888.jpg
70,3,blast,103445.jpg
80,2,bacterial_panicle_blight,101793.jpg
60,8,normal,102831.jpg
66,6,downy_mildew,104626.jpg
60,9,tungro,100757.jpg
80,5,dead_heart,106468.jpg
50,8,normal,104875.jpg
75,5,dead_heart,109495.jpg
60,8,normal,106224.jpg
65,5,dead_heart,100570.jpg
50,7,hispa,104187.jpg
70,5,dead_heart,109885.jpg
57,8,normal,107501.jpg
70,5,dead_heart,108681.jpg
70,6,downy_mildew,102461.jpg
70,7,hispa,108803.jpg
65,7,hispa,103678.jpg
65,7,hispa,104713.jpg
75,3,blast,101876.jpg
65,7,hispa,109109.jpg
50,7,hispa,104335.jpg
60,9,tungro,100140.jpg
60,3,blast,102676.jpg
60,7,hispa,102657.jpg
80,5,dead_heart,100913.jpg
45,9,tungro,100238.jpg
65,8,normal,108101.jpg
62,3,blast,107225.jpg
72,4,brown_spot,107821.jpg
67,5,dead_heart,106126.jpg
50,3,blast,101671.jpg
60,8,normal,110154.jpg
60,8,normal,105832.jpg
65,7,hispa,102591.jpg
70,5,dead_heart,103957.jpg
